classcombo,advantage,competency,Alcohol.Tolerance.Perk,Allundean,Archery,Armor.Making,Armor.Repair,Axe.Making,Backstab,Bandage,Bandage.Making,Bash,Basketweaving,Bendune,Better.Movement.Regeneration,Blind.Fighting,Blowgun.Use,Bludgeoning.Weapons,Bow.Making,Brew,Cavilish,Charge,Chopping.Weapons,City.Forage,City.Hunt,City.Stealth,Clayworking,Climb,Clothworking,Club.Making,Cooking,Crossbow.Use,Customcraft,Direction.Sense,Disarm,Dual.Wield,Dyeing,Feather.Working,Flee,Fletchery,Floristry,Forage,Guarding,Hack,Haggle,Hide.city,Hide.wilderness,Hitch.2.Mounts,Hunt.city,Hunt.wilderness,Instrument.Making,Jewelry.Making,Kick,Knife.Making,Learn.Languages.Perk,Learn.Ride.Faster,Leatherworking,Listen.city,Listen.wilderness,Lumberjacking,Mirukkium,Pain.Tolerance.Perk,Parry,Peek,Pick,Pick.Making,Piercing.Weapons,Pilot,Poisoning,Rescue,Ride,Riposte,Sap,Scan,Search,Shield.Use,Skinning,Slashing.Weapons,Sleight.of.Hand,Sling.Use,Sneak.city,Sneak.wilderness,Spear.Making,Steal,Stonecrafting,Subdue,Sword.Making,Tame.Mounts,Tanning,Tent.Making,Threaten,Throw,Tool.Making,Tribal.Accent,Two.Handed,Value,Wagon.Making,Watch,Wilderness.Forage,Wilderness.Hunt,Wilderness.Quit,Wilderness.Stealth,Woodworking
Fighter Marksman,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,3,4,4,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,4,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Master.Chef,City,Heavy combat,1,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,1,0,0,0,0,0,0,4,4,0,3,4,4,0,0,4,0,0,4,4,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,3,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,3,0,2,1,0,0,0,0
Fighter Master.Trader,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,4,0,0,1,0,0,0,0,4,0,0,0,0,4,4,0,0,1,4,0,0,0,4,3,0,4,3,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,4,0,2,0,0,0,0,0
Fighter Mercenary,City,Heavy combat,1,0,4,0,4,0,0,3,0,4,0,0,1,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,3,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter Mountaineer,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,3,4,0,0,0,4,0,4,0,4,0,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,1,0,1,1,0
Fighter Nomad,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,4,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,3,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,4,4,0,0,0,4,2,4,0,4,0,0,3,0,0,3,0,0,0,0,4,4,0,4,4,0,0,2,0,0,1,0,0
Fighter Outdoorsman,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,4,4,4,0,0,4,0,0,2,4,4,0,0,3,0,0,3,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,4,0,4,3,4,0,4,0,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,1,1,1,1,0
Fighter Outlaw,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,1,1,0,3,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,4,3,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,1,0,1,0
Fighter Physician,City,Heavy combat,0,0,4,0,3,0,0,4,4,4,0,0,0,4,0,4,0,4,0,0,4,0,0,0,3,0,0,0,2,4,0,0,4,4,0,0,4,0,4,3,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Pit.Fighter,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Poisoner,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,4,0,0,4,0,0,0,0,0,0,0,3,4,0,0,4,4,0,0,4,0,3,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,4,4,0,4,0,0,0,4,3,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Reaver,City,Heavy combat,0,0,4,0,4,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Rogue,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,1,0,3,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,3,0,4,0,0,4,0,4,0,3,4,4,0,4,0,4,4,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter Slipknife,City,Heavy combat,0,0,4,0,3,0,4,3,0,4,0,0,0,4,3,4,0,0,0,0,4,0,0,1,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,3,4,0,4,0,0,0,4,0,4,3,4,3,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Swordsman,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,3,0,0,0,0,0
Fighter Tailors,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,4,0,2,4,0,0,4,4,3,0,4,0,0,2,4,4,3,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,3,0,4,4,3,0,4,3,0,2,0,0,0,0,0
Fighter Thief,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,1,1,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,3,0,0,4,0,0,4,0,4,3,3,0,4,0,4,3,4,3,0,0,4,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Thug,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,3,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Touched.Drovian,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,1,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,3,4,0,4,0,0,0,4,0,4,0,4,2,2,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,1,0
Fighter Touched.Elkros,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Touched.Rukkian,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,2,0,0,2,4,0,0,4,4,0,0,4,0,0,3,4,4,0,0,0,0,0,2,0,3,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,4,0,0,2,1,0,0,0,0
Fighter Touched.Suk.Krathi,City,Heavy combat,0,3,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,3,0,0,0,4,4,0,0,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,3,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,0,0
Fighter Touched.Vivaduan,City,Heavy combat,1,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,3,0,0,4,1,0,0,0,0,0,0,2,4,0,0,4,4,0,0,4,0,3,3,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,1,0,0,0,0
Fighter Touched.Whiran,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,1,0,0,0,0,2,4,0,0,4,4,0,0,4,0,0,2,4,4,0,2,2,0,0,0,0,0,4,0,0,0,0,3,3,0,0,1,4,0,0,0,4,0,0,4,0,4,0,3,0,4,0,4,0,4,3,3,0,0,0,3,0,0,0,0,4,4,0,0,4,0,0,2,0,0,0,1,0
Fighter Wastelander,City,Heavy combat,0,0,4,0,3,0,0,3,0,4,0,4,1,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,2,4,0,3,4,4,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,3,4,0,4,3,4,0,4,0,4,0,0,0,0,0,3,0,0,0,0,4,4,0,4,4,0,0,2,1,0,1,0,0
Fighter Weaponscrafter,City,Heavy combat,0,0,4,0,3,4,0,3,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,4,2,4,0,0,4,4,0,0,4,0,0,2,4,4,3,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,4,0,0,3,4,0,0,0,4,4,3,0,4,3,0,2,0,0,0,0,0
Infiltrator Archer,Criminal,Light combat,0,0,4,0,0,0,4,0,0,3,0,0,0,3,4,3,3,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,3,3,3,3,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Armormaker,Criminal,Light combat,0,0,0,4,4,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,3,0,3,0,0,3,0,0,3,4,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,4,0,0,4,3,0,4,3,0,0,0,0,0,0,0
Infiltrator Bandit,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,3,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,4,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,4,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,3,4,0,0,4,3,0,0,0,0,1,1,0
Infiltrator Bard,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,3,4,0,0,3,0,4,0,0,0,1,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,4,3,3,0,3,3,0,4,0,0,3,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Berserker,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Bounty.Hunter,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,2,3,0,3,0,3,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,1,0,0,0
Infiltrator Bruiser,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Caravan.Guide,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,4,0,3,4,3,0,0,3,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,3,3,0,3,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,1,0,0
Infiltrator Con.Artist,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,4,0,0,3,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,4,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Crafter,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,4,0,0,3,4,3,0,0,0,0,3,1,1,1,4,3,0,0,3,4,0,0,0,4,4,0,3,0,0,3,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,4,2,0,0,3,0,0,4,3,0,4,3,0,0,0,0,0,0,0
Infiltrator Custom.Crafter,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,4,0,4,3,0,0,0,0,0,0,0
Infiltrator Forester,Criminal,Light combat,0,0,0,0,0,4,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,4,3,4,0,3,0,4,0,0,3,0,0,3,0,0,3,4,0,0,3,2,0,0,0,0,0,0,0,3,0,4,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,2,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,1,0,0,4
Infiltrator Grebber,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,4,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,3,0,3,3,3,3,0,3,3,3,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,1,1,0,1,0
Infiltrator Guard,Criminal,Light combat,0,0,0,0,0,0,4,3,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,3,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator House.Servant,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,3,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,3,3,0,0,0,3,4,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Hunter,Criminal,Light combat,0,0,3,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,3,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,3,0,3,3,3,3,4,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,1,0,1,0
Infiltrator Jeweler,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,3,3,0,0,3,0,0,3,4,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,3,2,0,0,0,0,0,4,3,0,4,3,0,0,0,0,0,0,0
Infiltrator Lancer,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Linguist,Criminal,Light combat,0,4,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,3,0,0,4,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Marksman,Criminal,Light combat,0,0,3,0,0,0,4,0,0,3,0,0,0,3,4,3,4,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,4,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,3,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Master.Chef,Criminal,Light combat,1,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,4,4,0,3,0,4,0,0,3,0,0,4,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,3,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,1,0,0,0,0
Infiltrator Master.Trader,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,4,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,4,4,0,1,3,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,3,2,3,3,3,0,3,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0
Infiltrator Mercenary,Criminal,Light combat,1,0,0,0,4,0,4,0,0,3,0,0,1,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,3,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Mountaineer,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,4,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,3,0,3,3,3,3,0,3,3,0,4,3,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,1,0,1,1,0
Infiltrator Nomad,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,4,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,3,4,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,4,0,3,3,3,3,2,3,3,0,4,0,3,0,0,2,0,0,0,0,0,4,0,4,4,3,0,0,0,0,1,0,0
Infiltrator Outdoorsman,Criminal,Light combat,0,0,3,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,4,0,4,0,0,3,0,0,3,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,4,3,3,3,3,3,0,4,3,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,1,1,1,1,0
Infiltrator Outlaw,Criminal,Light combat,0,0,0,0,3,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,3,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,4,3,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,1,0,1,0
Infiltrator Physician,Criminal,Light combat,0,0,0,0,0,0,4,4,4,3,0,0,0,3,4,3,0,4,0,0,3,1,1,1,3,3,0,0,3,4,0,0,0,4,0,0,3,0,4,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Pit.Fighter,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Poisoner,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,4,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,3,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,4,0,0,0,3,3,3,3,3,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Reaver,Criminal,Light combat,0,0,0,0,4,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,3,4,0,0,3,0,0,3,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
Infiltrator Rogue,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,4,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0
Infiltrator Slipknife,Criminal,Light combat,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,3,0,0,0,0,3,1,1,1,0,3,0,0,3,4,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,2,3,0,3,0,0,0,3,3,3,3,0,3,3,0,4,0,0,0,0,2,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0
